name,roll,branch,start_year,current_courses,previous_courses_with_grades
Neha Agarwal,200936,BT,2023,102;CN;502;SE;301,OS|9.3;SE|6.0;201|9.6;OS|8.8;402|9.2;401|7.2
Vihaan Kapoor,200937,ME,2020,302;DBMS;DSA;501;OS;SE,501|5.9;202|7.6;502|8.9;302|9.0;102|6.5;102|8.0;402|8.6
Aarav Kapoor,200938,Physics,2022,302;202;102;502;CN;SE,CN|9.7;CN|8.1;102|6.9;DBMS|6.3;302|8.1;AI|6.6;OS|9.0;401|7.3;AI|7.6
Arjun Jain,CSE2019-939,CSE,2019,CN;501;AI;DSA,301|6.9;201|8.8;SE|8.4;402|5.9;302|9.5
Arjun Desai,CE2020-940,ME,2023,OOPS;502;OS,ML|6.0;DSA|8.5;402|5.1;301|7.4;401|5.9
Priya Agarwal,CE2021-941,Physics,2019,OOPS;DSA;201;302;101,DSA|6.3;NLP|5.4;302|7.5;CNTR|7.0;NLP|6.1;DSA|6.0
Tanvi Kapoor,ECE2023-942,BT,2022,401;ML;302;301;201;OS,501|7.5;202|8.8;ML|6.4;302|7.6;OS|9.4
Neha Patel,BT2021-943,CE,2020,402;402;201;102;502,NLP|6.7;502|5.8;402|9.1;NLP|9.3;201|6.4;CNTR|6.4;AI|8.0;CNTR|9.2;402|7.4;202|6.7
Priya Reddy,200944,ME,2020,401;CNTR;OS;202;OOPS,OS|8.0;501|6.3;OS|6.2;DSA|7.5;501|9.8;301|6.6;CN|9.5
Yash Bose,200945,ECE,2023,AI;NLP;402,CN|8.0;ML|6.6;CNTR|6.2;OS|8.0;301|5.3;OS|8.6;DBMS|5.0;102|7.7;ML|5.4
Neha Jain,BT2023-946,BT,2022,301;502;ML,302|6.6;AI|8.7;NLP|8.5;302|9.6;202|6.5;101|7.6;201|5.9;OOPS|5.2;DSA|6.6;OOPS|7.5
Neha Jain,200947,Physics,2019,CNTR;301;OS;101;501,401|9.1;102|9.3;CN|6.1;OS|8.2;AI|8.5;DBMS|9.9;CNTR|6.4
Aditi Saxena,200948,EE,2021,202;ML;501;201;501;102,NLP|7.9;201|6.2;DSA|7.2;SE|6.0;101|9.7;401|9.5
Aarav Rao,ME2019-949,CE,2020,101;OS;NLP;301,SE|7.1;101|9.3;OS|7.7;OS|8.5;102|9.8;OOPS|7.4;OS|5.5;401|7.0;501|5.6;DSA|9.4
Ishaan Jain,200950,ECE,2019,SE;102;DSA;ML;301,AI|8.6;101|6.1;NLP|6.5;SE|6.6;DBMS|9.3;402|7.2;DBMS|9.2;CN|10.0;401|6.2
Kavya Khan,200951,CSE,2023,501;101;OOPS;202,CN|5.1;OOPS|6.2;101|9.9;102|9.5;302|7.5;DSA|7.8;301|9.2;401|7.4;501|6.0;OS|7.3
Priya Gupta,EE2019-952,BT,2019,DBMS;402;OOPS,CN|6.4;301|7.1;ML|8.9;CNTR|9.8;402|6.9;CNTR|6.2;202|6.1;102|9.6;102|9.0;SE|9.5
Ishaan Singh,BT2023-953,ME,2019,402;CNTR;DBMS;OS,402|5.6;DSA|5.3;CNTR|7.3;402|8.9;OOPS|5.4;202|7.7
Tanvi Agarwal,200954,CE,2021,OS;301;302,ML|7.2;DSA|9.0;OOPS|8.0;201|8.3;401|6.5;301|9.9;302|5.9;CN|7.6;AI|7.9;DSA|5.5
Ritika Kapoor,200955,BT,2022,401;401;301;102;DBMS;NLP,CNTR|5.9;DBMS|6.1;502|6.4;OOPS|9.2;DSA|9.9;502|7.7;302|8.7;CNTR|8.6;DSA|8.2
Aarav Desai,200956,ECE,2020,OOPS;ML;301;501;302;OOPS,OOPS|5.9;ML|9.3;CNTR|9.0;102|6.5;302|5.2;DBMS|9.5;ML|9.7
Yash Bose,200957,ECE,2022,401;301;101;AI,DSA|5.1;DSA|8.2;401|8.9;ML|5.8;101|5.7;202|6.0;SE|5.4
Sai Patel,200958,ECE,2019,OOPS;ML;DSA;101,402|10.0;402|7.4;502|8.2;SE|6.5;302|9.1;DSA|5.5
Ishaan Gupta,200959,ME,2020,CNTR;301;ML;DSA;101,101|6.3;301|5.3;301|5.7;DSA|9.4;CNTR|6.6;SE|6.8;202|7.3;CN|8.3;CNTR|6.2;102|6.4
Krishna Patel,ME2020-960,BT,2019,302;202;201;201;301,502|9.1;401|5.9;102|8.9;ML|7.0;401|7.6;401|5.0;302|6.0
Vihaan Mehta,200961,CE,2023,DBMS;ML;OOPS;202;DSA,101|7.0;101|8.0;DBMS|9.8;OS|8.5;502|8.2;401|9.6;502|8.1;102|9.1;202|9.3
Vivaan Gupta,200962,Physics,2023,DSA;CN;AI;ML;502;AI,101|5.7;102|9.0;SE|9.4;CN|7.8;NLP|6.2;101|8.8;CN|7.2;501|8.5
Diya Iyer,200963,BT,2021,DBMS;401;OOPS;202;301,ML|9.2;AI|8.6;402|5.5;102|8.0;AI|7.0;CN|7.9;DBMS|9.4;NLP|8.9;302|7.6;AI|5.4
Krishna Patel,200964,Physics,2020,102;NLP;502;101,OOPS|6.8;501|6.1;ML|10.0;502|9.7;101|8.9;201|6.6
Vivaan Sharma,BT2020-965,EE,2021,201;OOPS;202;OOPS;CN;401,CNTR|9.5;302|8.2;302|6.4;501|7.4;102|6.6
Priya Reddy,200966,Maths,2022,SE;102;501,AI|9.2;401|9.3;402|8.1;202|9.7;OS|9.5
Diya Agarwal,200967,ME,2022,ML;SE;102,201|8.6;DBMS|5.4;SE|9.1;202|9.8;101|9.5;101|8.3;202|7.5;102|6.4
Tanvi Verma,200968,BT,2023,CNTR;102;301,OOPS|7.7;OS|9.5;301|5.6;401|9.7;202|5.9
Rohan Malhotra,200969,EE,2021,AI;CNTR;CNTR;DSA;OS,CN|8.8;OOPS|8.6;OS|9.2;ML|9.3;401|8.0;CNTR|9.9;AI|7.6;502|7.9
Vihaan Verma,200970,BT,2020,302;302;DBMS;101,DSA|6.9;DBMS|7.3;502|7.2;402|8.2;OOPS|9.6
Krishna Mehta,200971,CSE,2023,301;501;201;102,501|6.0;402|9.1;CNTR|8.0;NLP|8.7;ML|9.5;202|6.5;202|6.8;OS|5.9
Tanvi Nair,200972,CE,2020,DBMS;NLP;ML,301|5.1;CN|5.2;202|5.5;102|9.3;502|6.5;301|9.3;102|8.1;201|8.3;401|5.9;401|6.7
Krishna Bose,200973,ME,2019,SE;401;201;501;401;202,OOPS|7.1;502|8.8;301|9.2;CN|9.3;302|8.9;OOPS|5.9;101|8.2;502|7.2;SE|5.7
Neha Singh,200974,CE,2021,DSA;OS;SE;CN,102|9.3;302|8.6;201|7.0;402|7.6;401|9.8;301|8.9;301|10.0;AI|6.0;OS|5.2;402|5.8
Arjun Desai,200975,ECE,2022,DBMS;DSA;ML;OS;AI,401|7.6;AI|6.4;502|9.4;OOPS|8.6;501|6.6
Aarav Sharma,200976,EE,2022,CN;101;502;202;CN,202|7.0;302|7.7;CNTR|9.4;202|5.6;SE|9.7;202|9.5;ML|7.8;DBMS|8.8;OOPS|8.4;OS|7.8
Ishaan Chowdhury,200977,CSE,2019,502;NLP;301;502,CN|9.9;301|6.3;401|5.4;DBMS|6.0;102|7.8;CN|6.3;201|5.4;501|8.3;DBMS|6.5
Arjun Rao,Physics2020-978,Maths,2021,DSA;DSA;102;302,402|6.9;502|9.5;CNTR|9.9;OOPS|5.9;SE|8.6;DBMS|7.2;DSA|9.5;102|8.9;CNTR|5.9;CNTR|7.1
Ananya Kapoor,200979,ME,2021,DSA;201;202;DBMS,CNTR|8.6;302|9.8;302|6.3;ML|6.4;102|8.1;401|8.0;501|6.9
Vivaan Khan,ECE2021-980,Maths,2020,501;OOPS;AI;201;102,SE|5.1;OOPS|6.7;401|8.8;CN|9.2;101|9.4
Krishna Singh,200981,CSE,2020,AI;501;301,501|7.3;401|6.4;301|6.7;202|8.8;OOPS|9.9;NLP|6.3;202|9.6;DSA|6.9;SE|6.8;401|9.7
Ananya Malhotra,200982,CSE,2021,ML;CN;OOPS;501;501;201,302|5.1;501|9.6;502|5.6;502|9.3;202|5.2;DBMS|9.3;CNTR|8.0;ML|5.2;NLP|9.7;SE|6.0
Priya Patel,200983,CSE,2022,NLP;202;502;201,302|8.7;402|6.6;CNTR|6.3;202|7.1;OS|5.7;CN|7.1;ML|8.1
Isha Iyer,CE2022-984,BT,2019,ML;502;OS,401|8.1;202|7.5;201|6.0;OOPS|6.7;201|7.6;CNTR|7.2
Aditi Iyer,200985,Physics,2023,CN;201;101;502;401,502|8.6;DSA|8.3;301|5.6;DBMS|5.4;ML|5.7;302|6.7;ML|5.9;402|7.8
Sai Malhotra,Maths2021-986,BT,2020,201;DSA;201;501;AI,DBMS|8.7;NLP|6.8;OS|9.8;NLP|5.4;201|9.1
Vihaan Chowdhury,ECE2022-987,CSE,2022,ML;DBMS;101;CNTR,ML|5.5;101|8.2;ML|5.9;CN|8.1;DSA|9.9;501|7.7
Ritika Rao,200988,Physics,2019,ML;CN;CN;101,ML|5.8;OOPS|9.4;301|8.5;501|7.5;OS|7.0;301|6.5;ML|9.7;302|9.3;301|9.3
Vivaan Kumar,200989,ME,2021,502;201;CN;CN,OS|9.4;ML|7.0;201|5.6;401|6.6;102|6.7;OS|9.7;201|9.7;CNTR|9.3;DBMS|8.1;301|8.4
Vivaan Bose,EE2021-990,CSE,2019,DBMS;101;302;AI,402|7.8;ML|6.3;302|8.5;CNTR|9.2;301|9.9;201|5.4
Ishaan Mehta,BT2023-991,Physics,2023,DSA;DSA;ML;501;501,CN|6.9;102|8.3;401|7.4;502|6.9;202|8.2
Ananya Gupta,ME2020-992,Maths,2023,201;402;DBMS;401;101,301|9.3;401|8.9;401|8.4;DBMS|7.3;101|6.3
Vivaan Gupta,Maths2022-993,Maths,2021,302;NLP;301;DBMS,NLP|5.5;402|8.1;302|5.2;302|8.7;OS|6.9;OOPS|6.5;DBMS|6.5
Ishaan Kumar,200994,Maths,2022,DSA;502;NLP;401;CNTR;301,202|5.8;301|7.5;NLP|5.3;OOPS|6.6;101|8.0;OOPS|5.4;ML|7.2
Rohan Reddy,200995,Physics,2023,102;SE;OS;401;101;101,AI|9.9;301|8.0;502|9.0;302|7.7;CNTR|7.2;DBMS|9.4;301|7.8;502|7.6
Sakshi Nair,200996,EE,2023,501;SE;501;102,301|7.9;CN|9.3;302|7.6;301|9.6;402|8.8;NLP|8.9;101|6.8;402|8.6
Isha Iyer,200997,CE,2022,ML;OS;101;SE,502|5.0;501|7.9;101|7.1;CN|6.4;402|7.8;502|8.4;CNTR|6.7
Ananya Gupta,200998,Physics,2021,OS;101;ML;NLP,DBMS|9.6;OOPS|8.3;OOPS|5.1;302|7.3;NLP|6.2;CN|7.2
Sakshi Mehta,ME2023-999,Maths,2019,401;101;102;102;CNTR,501|6.2;302|6.7;501|6.1;DBMS|6.0;SE|5.3;CNTR|5.2;402|9.8;301|5.4
Diya Chowdhury,201000,Maths,2019,ML;402;NLP;402,DBMS|6.4;102|5.8;102|8.7;102|9.2;501|7.4;DSA|8.7
Vivaan Gupta,201001,Physics,2019,302;NLP;ML;401;301;202,AI|5.6;201|5.3;NLP|8.6;OOPS|7.1;NLP|6.6
Sakshi Agarwal,201002,CSE,2020,AI;DSA;CNTR;DSA,SE|6.0;NLP|6.1;CN|5.2;201|6.6;OS|9.7;AI|5.7;SE|7.2;CN|6.0
Aditi Malhotra,201003,CSE,2020,DSA;CN;102,201|7.6;AI|8.2;SE|6.6;501|7.4;502|9.7;ML|6.8;OOPS|8.2
Tanvi Chowdhury,201004,ME,2021,NLP;ML;AI,ML|6.7;DBMS|5.3;502|7.0;ML|7.3;OS|8.9;OOPS|7.3;402|7.5;401|7.1;DSA|6.6
Sakshi Sharma,201005,EE,2019,CNTR;CN;502,101|5.1;502|7.6;OOPS|8.6;OOPS|8.4;402|8.0;401|5.2;CNTR|8.4
Vihaan Nair,201006,Physics,2020,302;302;301,502|9.0;NLP|7.8;DBMS|8.5;101|10.0;101|7.7
Krishna Nair,BT2019-007,CSE,2022,DBMS;202;201;101,AI|9.6;DSA|6.5;401|6.6;DBMS|9.0;DSA|8.6;DSA|9.5;502|9.2;402|6.3;401|5.9;401|8.1
Neha Iyer,201008,BT,2023,101;CN;502,101|9.4;102|7.1;CNTR|7.8;DSA|7.6;DSA|5.3;201|7.4;202|5.7;OOPS|8.3;OS|5.0
Krishna Kumar,201009,ME,2019,501;CNTR;OOPS;101;401,501|6.5;CN|9.5;AI|5.1;102|8.4;401|8.8;202|9.2;NLP|7.2;OS|5.1;CNTR|8.5;301|8.4
Aditi Kumar,201010,Maths,2019,202;202;ML;402;AI,AI|8.6;OS|7.4;401|8.3;ML|5.4;DSA|7.0;CNTR|5.1;302|6.7
Neha Nair,201011,CSE,2021,202;NLP;CN;402,301|5.2;201|6.5;CNTR|8.8;AI|8.1;CN|8.0;OOPS|5.3;DBMS|8.4;302|8.2;CN|9.5
Ananya Kumar,201012,Physics,2020,301;401;ML;NLP;DSA,401|9.7;201|5.1;CNTR|9.1;CN|7.6;301|7.0;402|7.4;CNTR|9.0;402|6.1;CNTR|7.0;ML|7.5
Ananya Gupta,EE2019-013,Physics,2023,ML;501;DBMS;CNTR,CN|5.5;CNTR|5.0;401|7.0;OS|6.8;AI|6.1;401|6.4;CN|9.5;NLP|5.4;101|8.2
Aarav Chowdhury,201014,CE,2023,DSA;OS;402;CNTR,DSA|6.6;SE|6.7;ML|9.0;AI|7.0;OS|5.6
Krishna Chowdhury,201015,CE,2021,102;101;CN;DSA,202|6.7;NLP|9.5;102|5.0;DBMS|5.7;DSA|5.9;DSA|7.5
Diya Desai,201016,CE,2022,OS;501;OOPS;302;NLP;OS,DSA|6.9;CN|8.3;401|7.2;401|5.0;102|6.6;OS|8.2;CN|5.8;ML|6.0;201|7.4;SE|9.4
Rohan Rao,EE2022-017,BT,2021,502;101;SE;401;CNTR;OS,102|6.0;102|9.3;101|9.4;302|5.1;502|9.9
Krishna Nair,BT2020-018,ME,2019,DSA;101;AI;OOPS;302,502|7.3;SE|6.0;DSA|5.8;302|8.0;NLP|9.6;AI|6.7;CNTR|9.9
Diya Saxena,201019,ME,2021,302;DSA;501;AI,102|7.4;101|9.1;DSA|9.7;102|8.1;202|6.8;302|9.3;AI|8.5
Aditi Jain,201020,CE,2023,SE;102;DSA;101,DSA|8.6;302|7.4;201|7.2;SE|5.2;AI|6.9;DSA|5.9;102|9.9;DSA|9.2
Krishna Bose,201021,EE,2019,401;302;301;502,SE|5.9;OS|9.8;DSA|9.9;501|5.4;102|8.6;501|9.0
Isha Sharma,201022,Maths,2023,101;ML;302;201;AI,OOPS|5.5;101|9.7;501|5.8;CN|8.3;CNTR|7.4;502|7.2
Sai Kapoor,201023,BT,2023,201;SE;SE;201,202|7.3;401|10.0;ML|7.6;DSA|5.6;DSA|7.5;102|9.8;101|7.2;502|6.5;502|7.4
Rohan Mehta,201024,EE,2020,CN;302;101;201;OOPS;301,101|9.8;OS|5.4;501|5.7;501|8.1;ML|6.4;301|5.1;502|9.8;SE|7.7;ML|9.4;NLP|8.6
Rohan Chowdhury,EE2020-025,EE,2020,101;501;AI;502,CN|8.2;OOPS|5.8;302|9.3;AI|8.9;202|5.9;AI|5.1;301|8.5
Sai Agarwal,201026,ECE,2023,401;OS;OOPS;501;OS,101|9.8;CNTR|9.4;201|7.3;SE|9.6;NLP|7.0;102|6.0
Vihaan Saxena,201027,ME,2020,202;AI;DSA;CNTR;301;AI,402|8.2;DSA|8.3;102|8.5;OS|10.0;NLP|8.0;102|9.9
Ananya Kumar,201028,CE,2021,SE;ML;OOPS;102,302|6.0;CN|7.2;402|7.9;202|6.8;402|8.5;CNTR|6.7;DBMS|9.1;DBMS|6.8;OOPS|7.9
Aditi Kumar,201029,CE,2022,402;502;201,201|9.2;SE|8.6;101|8.6;OS|9.4;302|5.7;OOPS|6.2
Aditya Iyer,201030,EE,2021,201;202;202;301;CN,501|9.7;DBMS|6.8;OOPS|9.2;102|9.9;502|6.4;302|6.6
Priya Rao,201031,BT,2022,NLP;NLP;OS;101;302;OS,102|7.1;CN|5.7;OOPS|9.7;CNTR|7.1;201|8.3;ML|8.1;CNTR|9.3
Ishaan Agarwal,201032,CSE,2019,NLP;301;ML;101,501|7.4;102|10.0;NLP|5.2;402|7.1;201|6.1;402|5.5;OOPS|8.5;SE|8.7;OOPS|9.9
Sai Agarwal,201033,Maths,2023,402;AI;501;DBMS;DSA,OOPS|8.8;202|7.6;202|6.3;CNTR|6.4;502|6.8
Ritika Singh,201034,CSE,2022,502;201;CNTR,101|6.8;502|8.8;DSA|8.1;301|5.5;101|6.4;OS|8.4;501|9.4;401|6.5;CN|8.7;DBMS|5.3
Kavya Khan,201035,Physics,2019,202;102;202,DSA|7.8;AI|5.5;502|7.2;NLP|8.2;102|5.2;ML|8.5;501|8.5;101|9.5;SE|10.0
Kavya Saxena,201036,Maths,2019,DBMS;201;NLP;CN,102|9.3;102|6.2;NLP|8.6;302|7.5;201|9.2;101|9.4;CNTR|6.2;502|9.5;ML|9.7
Ritika Chowdhury,201037,ECE,2022,DSA;SE;CN;CNTR;CN;CNTR,301|6.2;CN|9.8;402|6.6;102|9.5;CN|9.0;402|9.5;CN|8.4;DSA|9.6;ML|6.9;ML|6.7
Ishaan Patel,201038,ECE,2023,102;102;301;301;401,401|6.4;NLP|8.4;ML|7.4;DBMS|7.1;ML|8.6;402|9.9;CNTR|5.4;301|9.8;ML|9.9
Yash Singh,201039,EE,2022,201;ML;401;402,SE|7.0;CN|8.8;OS|9.3;SE|5.3;OS|7.9;201|7.0;CNTR|8.7;OOPS|5.1;502|7.0;202|7.7
Aditya Reddy,201040,CE,2023,301;DBMS;201;201;202,501|5.6;CN|6.3;SE|5.4;DSA|6.5;DSA|7.0
Ritika Sharma,201041,BT,2019,OS;302;501;101;SE,501|6.8;OS|6.4;NLP|5.2;402|6.3;AI|5.1;501|5.9;OS|7.1
Diya Bose,EE2021-042,Maths,2019,501;ML;OOPS,501|7.6;302|7.4;202|9.5;302|9.6;101|5.7;DSA|9.4;NLP|7.6
Aarav Sharma,201043,BT,2022,401;301;CN;NLP,SE|5.4;DBMS|8.2;CN|5.1;102|8.8;202|9.6;DBMS|8.2;301|7.9;202|9.4;SE|8.4;DSA|7.5
Priya Saxena,201044,EE,2020,OOPS;DSA;101;202,OS|5.3;302|6.5;402|9.4;202|9.1;OOPS|8.1;501|5.5;OOPS|7.3
Aarav Malhotra,201045,Physics,2022,OS;CN;CNTR;402;NLP;501,501|9.8;201|5.2;402|6.0;301|8.3;102|6.6;401|9.5;DSA|7.2;CNTR|5.6;SE|6.2
Ishaan Patel,CE2023-046,CE,2020,NLP;502;OS;DBMS,501|6.7;202|5.9;OOPS|8.9;SE|8.1;OS|9.0;DSA|5.5;SE|7.4;CN|5.9;OS|5.9;202|7.6
Ishaan Reddy,201047,BT,2022,401;NLP;502;CN,301|5.4;101|7.5;502|6.0;OOPS|6.3;102|7.2;402|9.5;102|5.4;CNTR|9.3;OS|6.0;101|6.8
Arjun Singh,CE2023-048,EE,2019,502;OS;202;NLP,NLP|5.7;OS|7.2;DSA|7.9;CNTR|5.7;101|9.8;502|5.5
Vihaan Agarwal,201049,EE,2019,402;201;501;101;NLP,402|6.3;501|8.7;502|5.9;ML|7.1;401|7.7;202|5.4;CNTR|6.9;101|7.1;AI|6.3
Krishna Chowdhury,Physics2019-050,CSE,2023,401;402;402,DSA|8.6;DSA|7.6;CNTR|5.3;302|5.6;CNTR|9.9;ML|5.4;102|5.0;CN|5.9
Tanvi Chowdhury,201051,EE,2023,OS;402;OOPS,AI|5.9;CNTR|5.7;CNTR|8.1;501|5.4;102|5.9;SE|5.5;NLP|5.4;CNTR|6.4;CNTR|7.4
Kavya Kumar,Maths2020-052,CE,2022,AI;CNTR;OS;102;502,401|9.9;201|7.9;CN|5.6;DBMS|8.2;DBMS|8.3;202|9.6;OOPS|6.1;201|6.1
Krishna Iyer,201053,BT,2019,501;401;402,301|9.1;302|6.5;201|6.8;402|8.0;502|6.2;DBMS|9.7;501|5.1;301|7.9;AI|5.6;102|8.2
Priya Khan,201054,Physics,2020,ML;502;CN;202;301,201|9.5;CNTR|6.5;AI|6.4;101|7.3;CNTR|5.7;401|5.5;CNTR|5.3;CNTR|6.9;OOPS|7.7
Sakshi Bose,201055,EE,2019,CNTR;DSA;502;502;101;101,501|5.7;402|9.2;202|9.2;101|7.6;DSA|9.7
Sai Agarwal,201056,ME,2023,502;SE;DBMS,202|7.2;102|5.4;DBMS|5.9;AI|6.7;101|9.8;OOPS|5.1;101|6.4;OOPS|7.7;OS|5.7;502|5.1
Sai Desai,201057,Maths,2021,101;ML;102;301;OS;401,DSA|8.6;101|8.7;401|9.0;201|7.8;NLP|7.3
Aarav Chowdhury,201058,ECE,2023,101;OOPS;402;ML;401,202|6.3;DBMS|7.1;301|9.8;302|9.5;302|8.6;302|6.0;OS|5.7;ML|5.5;202|5.2
Krishna Rao,EE2019-059,EE,2019,DBMS;402;402;AI;202,401|6.7;ML|5.3;DBMS|5.0;CNTR|6.3;SE|9.2;102|7.6;SE|8.7
Isha Iyer,201060,EE,2022,201;NLP;402,202|7.5;CN|8.5;OOPS|8.1;CN|8.9;SE|7.9;101|5.4;402|7.8;OOPS|8.7
Aditi Singh,ME2020-061,CSE,2023,502;CNTR;NLP;CNTR;DBMS,101|9.1;102|5.0;301|6.3;ML|9.8;202|7.2;402|7.1;DSA|5.4;OS|5.8;301|9.6;502|8.5
Aditya Jain,ME2020-062,Physics,2021,502;CNTR;AI,201|8.6;201|10.0;202|5.6;401|8.3;NLP|5.3;OOPS|9.1;NLP|6.9;401|6.8;401|5.2;OOPS|6.1
Priya Nair,201063,ME,2022,OOPS;CNTR;502,101|8.5;DSA|7.2;OOPS|7.2;AI|7.7;402|5.7;DBMS|8.8
Tanvi Singh,201064,BT,2023,401;402;202,OS|8.8;302|5.7;101|6.0;CNTR|6.0;OS|9.0;OS|7.2;NLP|7.7
Vihaan Saxena,201065,CE,2021,402;CN;501;402,DSA|9.0;CNTR|7.7;402|6.8;OOPS|7.9;402|8.9;CN|7.2;DBMS|8.9
Ritika Agarwal,201066,ECE,2023,AI;201;202;CNTR;102;302,NLP|9.1;ML|7.2;302|7.5;402|6.5;DBMS|9.3;DSA|9.4;OOPS|8.7;502|7.3
Yash Mehta,201067,CE,2023,202;DSA;501;101,301|5.0;201|5.3;501|6.4;402|9.7;302|7.9;OOPS|9.0;502|9.5;DSA|9.7;401|9.8
Diya Mehta,201068,EE,2020,NLP;ML;AI;301;201,OS|7.3;DBMS|7.0;SE|9.8;NLP|5.8;AI|9.9;OOPS|6.2;OOPS|5.1;201|7.8;CN|6.9
Vivaan Iyer,201069,ME,2022,402;OOPS;302;CN;101,401|8.8;DBMS|9.8;301|9.6;NLP|7.8;202|6.7
Vivaan Singh,ME2020-070,Maths,2019,401;CNTR;501;302;DSA;AI,101|9.0;402|9.9;CN|9.4;NLP|8.8;401|8.5;NLP|7.8;NLP|7.9
Priya Rao,201071,CSE,2021,502;502;SE;CN;NLP,SE|9.5;DSA|5.8;ML|6.8;501|7.9;302|8.1;SE|5.3;NLP|5.6;201|5.5
Aarav Reddy,201072,EE,2023,CNTR;101;NLP,NLP|6.9;ML|8.4;DBMS|8.1;502|9.5;102|8.0
Tanvi Rao,CE2023-073,ME,2022,501;OS;CNTR,101|8.3;CNTR|8.1;402|5.1;302|7.9;202|8.9;402|7.1;201|5.8;DSA|6.1;DBMS|9.9
Neha Desai,Physics2022-074,ME,2022,SE;501;OS;102,DBMS|7.6;ML|9.8;AI|6.9;OOPS|5.8;202|7.7;DBMS|10.0
Ishaan Chowdhury,Maths2022-075,Physics,2021,CNTR;401;502,OOPS|5.5;NLP|9.7;DBMS|7.1;ML|7.8;502|7.7;102|8.8;OOPS|8.4;OS|5.6;CNTR|9.4;102|8.2
Aditya Malhotra,201076,Physics,2022,101;202;DBMS;SE;SE,102|10.0;DBMS|6.2;502|8.3;CN|7.7;102|6.5;DSA|5.3;DSA|9.1;402|7.6;302|6.7;OOPS|7.5
Aarav Reddy,201077,BT,2020,502;DBMS;CN;DSA;202,ML|9.8;DSA|9.2;CNTR|7.7;501|9.8;DBMS|8.1;AI|6.9;DBMS|5.5;202|8.4;102|8.2
Isha Rao,201078,EE,2019,CNTR;102;302;402,102|8.7;501|7.1;501|9.3;101|9.4;202|5.3;OOPS|5.9
Rohan Agarwal,201079,CSE,2020,DBMS;102;SE;OOPS;101;501,ML|9.2;ML|5.1;202|5.7;402|7.8;DBMS|5.4;101|7.8;301|9.5;102|5.4;402|9.8
Aarav Bose,201080,BT,2019,502;501;DSA,DSA|10.0;402|7.8;CNTR|7.3;DSA|7.4;501|7.6;NLP|9.9;NLP|9.5
Sai Sharma,201081,CE,2019,AI;SE;AI;ML;402,DSA|9.1;CN|5.3;OOPS|9.7;501|5.4;CNTR|5.2;CNTR|7.0
Aditi Saxena,201082,BT,2021,402;102;502;502,201|5.3;101|9.8;402|7.5;501|9.4;101|8.9;101|8.3;OOPS|8.2
Ishaan Chowdhury,201083,Maths,2022,102;AI;DBMS,301|6.3;AI|9.1;301|7.9;NLP|7.6;SE|7.1;402|6.9;NLP|9.0
Ananya Reddy,201084,ME,2022,302;101;302;CNTR;502,502|7.2;302|9.7;AI|5.9;AI|7.6;AI|8.1;101|7.8;SE|7.1;502|5.2;401|7.3
Rohan Sharma,CSE2019-085,Physics,2020,302;OS;101,DBMS|6.1;CN|7.9;202|7.2;402|8.7;201|9.4
Krishna Kumar,ME2022-086,Physics,2019,OOPS;402;SE;SE;101,DSA|5.7;201|7.8;201|9.1;102|8.6;202|9.4;CNTR|5.9;ML|5.7;CN|8.7
Neha Khan,201087,Maths,2022,NLP;DSA;101,OOPS|5.5;301|8.8;DSA|5.4;ML|5.1;101|9.5;OOPS|10.0
Tanvi Nair,201088,EE,2021,401;OS;CN,102|5.9;CN|9.8;502|9.7;402|9.9;DSA|7.3
Aditya Sharma,ECE2021-089,ME,2020,NLP;502;101;SE,OOPS|6.9;102|8.8;502|6.9;301|9.5;101|8.9;ML|5.2;501|5.9;OS|7.2;CN|10.0
Priya Verma,201090,BT,2020,502;NLP;DBMS;DSA;OS;202,DBMS|9.0;402|8.1;DSA|8.5;202|9.5;102|5.5;501|7.7;DBMS|8.9
Aditya Mehta,201091,EE,2023,CNTR;301;402;501;402;302,ML|8.8;ML|9.1;OS|5.4;SE|6.2;402|8.2
Neha Saxena,201092,EE,2020,AI;302;DBMS;301;101,501|6.3;ML|6.4;OOPS|6.8;NLP|5.7;ML|6.4
Tanvi Patel,201093,CE,2021,502;201;401;202;DBMS,NLP|8.5;AI|8.7;502|7.9;301|6.3;OOPS|8.5;402|9.8;OS|5.3
Sai Malhotra,ECE2021-094,BT,2021,502;ML;AI;DSA;NLP,ML|8.2;401|6.9;CNTR|6.9;502|7.3;CN|6.6;OOPS|9.6;CN|5.3
Yash Verma,201095,Maths,2022,101;502;501;DSA;DBMS,102|9.3;401|7.7;102|5.8;402|8.0;SE|8.0
Rohan Mehta,ME2023-096,CSE,2021,301;202;202,302|8.5;DSA|5.6;NLP|8.9;501|5.7;CN|6.8;502|8.5;DBMS|8.5
Ishaan Iyer,ECE2021-097,EE,2023,201;OS;401;402,ML|7.8;OOPS|9.4;101|9.5;201|5.9;402|8.4;501|8.9;OOPS|8.5
Yash Malhotra,201098,EE,2023,CNTR;302;102;DBMS;ML;202,NLP|6.2;102|8.2;202|7.4;AI|6.6;202|5.3;DSA|6.5;SE|6.2;301|5.9
Rohan Sharma,201099,EE,2022,CN;202;DSA;CNTR;AI,201|7.6;AI|5.6;502|5.4;501|9.3;AI|6.6
